date,open,high,low,close,volume,Name
07-02-2018,106.59,108.265,106.59,107.1,1326764,KSU
07-02-2018,65.17,66.7,64.16,64.21,4871263,K
07-02-2018,47.99,49.88,47.6,49.11,4587041,LB
07-02-2018,45.34,47.04,45.23,45.78,2719608,LEG
07-02-2018,60.67,63.4,60.385,60.91,8414343,LEN
07-02-2018,169.21,174.835,168.57,169.66,890969,LH
07-02-2018,40.31,41.02,40.07,40.35,1289338,LKQ
07-02-2018,201.76,209.96,201.235,207.69,1020035,LLL
07-02-2018,77.76,78.56,76.71,76.72,8240329,LLY
07-02-2018,338.29,350.34,337.82,345.43,2052913,LMT
07-02-2018,78.03,79.85,77.78,78.51,1732133,LNC
07-02-2018,37.5,38.04,37.35,37.5,1891515,LNT
07-02-2018,100,102.32,99.745,99.92,5257259,LOW
07-02-2018,175.83,179.43,171.6,171.63,3403275,LRCX
07-02-2018,24.58,25.42,24.58,25.01,2243384,LUK
07-02-2018,58.05,59.04,57.89,57.89,4473171,LUV
07-02-2018,113.13,114.225,110.2,110.27,3163677,LYB
07-02-2018,47.6,48.645,47.6,47.86,2184784,L
07-02-2018,88.8,90.2,87.85,87.93,845852,MAA
07-02-2018,59.41,61.78,59.36,60.19,1924947,MAC
07-02-2018,139.25,142.77,138.6601,139.64,1806395,MAR
07-02-2018,42.14,43.31,42.07,42.69,4555425,MAS
07-02-2018,16.67,17.55,16.62,17,10815610,MAT
07-02-2018,169,172.61,167.45,168.73,4364793,MA
07-02-2018,164.86,168.26,164.52,165.71,4974029,MCD
07-02-2018,87.55,89,82.81,82.91,13625175,MCHP
07-02-2018,151.61,156.29,151.29,152.83,1485211,MCK
07-02-2018,157.02,161.25,156.43,157.98,1034040,MCO
07-02-2018,44.29,44.78,43.85,44.05,8322178,MDLZ
07-02-2018,81.4,82.96,81.29,81.35,5929949,MDT
07-02-2018,45.95,46.93,45.83,46.26,9027933,MET
07-02-2018,34.82,35.47,34.57,34.68,6697687,MGM
07-02-2018,267.04,270.92,266.06,267.66,758689,MHK
07-02-2018,102.04,104.37,102.03,102.66,1034730,MKC
07-02-2018,209.34,219.03,208.89,218.85,1215255,MLM
07-02-2018,82.04,83.42,81.84,82.16,2722942,MMC
07-02-2018,233.19,237.52,232.821,233.19,2885570,MMM
07-02-2018,63.73,65.11,63.58,64.55,2931090,MNST
07-02-2018,119,121.5,118.96,120.41,3940041,MON
07-02-2018,25.05,25.69,24.92,25.25,4474487,MOS
07-02-2018,66.45,68.21,66.27,66.79,8352935,MO
07-02-2018,66.96,67.64,64.94,65.09,5065003,MPC
07-02-2018,55.17,56.71,55.09,55.88,13692483,MRK
07-02-2018,17.16,17.645,16.32,16.33,17435450,MRO
07-02-2018,90.49,91.77,89.2,89.61,41107592,MSFT
07-02-2018,102.78,104.16,102.34,102.63,2096190,MSI
07-02-2018,53.92,55.71,53.89,54.55,11541733,MS
07-02-2018,183.83,187.35,183.53,184.97,512533,MTB
07-02-2018,636.71,649.71,636.71,641.96,166025,MTD
07-02-2018,43.26,43.56,41.74,42.01,51354784,MU
07-02-2018,40.52,41.08,39.95,40.45,5188482,MYL
07-02-2018,24.1,24.985,24.05,24.76,8930414,M
07-02-2018,13.66,14.25,13.66,14.04,4277484,NAVI
07-02-2018,28.09,28.63,27.07,27.08,6199632,NBL
07-02-2018,57.93,59.01,57.53,57.74,1518687,NCLH
07-02-2018,77.52,78.65,77.24,77.27,1454143,NDAQ
07-02-2018,149.61,150.68,147.89,148.09,2878725,NEE
07-02-2018,37.62,37.86,36.88,37.03,8964032,NEM
07-02-2018,266.58,272.45,264.325,264.56,8981548,NFLX
07-02-2018,29.57,29.93,28.46,28.53,3800172,NFX
07-02-2018,23.27,23.65,23.08,23.09,4045640,NI
07-02-2018,65.15,66.841,65.1,65.63,8845725,NKE
07-02-2018,36.79,37.93,36.75,37.56,6865187,NLSN
07-02-2018,326.76,342.14,326.01,337.66,2099891,NOC
07-02-2018,35.23,36.1,33.93,34.05,5037110,NOV
07-02-2018,26.73,27.04,25.32,25.36,12115754,NRG
07-02-2018,142.09,144.45,141.371,142.68,1464540,NSC
07-02-2018,57.68,58.72,57.22,57.63,2395719,NTAP
